"frame_number"	"time_in_deciseconds"	"X"	"Y"	"Z"	"ID"
"488"	16313	1631.2	4362.602	3863.066	-85.048	875
"489"	16385	1638.4	4314.717	3963.476	-81.695	876
"490"	16395	1639.4	4303.351	3981.171	-89.499	877
"491"	16399	1639.8	3869.021	1803.412	-42.926	878
"492"	16400	1639.9	4297.372	3986.352	-80.637	879
"493"	16428	1642.7	3921.974	1849.428	-44.834	880
"494"	16445	1644.4	4282.628	4059.128	-84.582	881
"495"	16455	1645.4	4272.718	4073.154	-86.66	882
"496"	16491	1649	2448.556	1975.813	-41.68	883
"497"	16512	1651.1	3235.187	1956.874	-40.595	884
"498"	16536	1653.5	4061.321	2000.392	-46.736	885
"499"	16544	1654.3	4073.756	2022.631	-46.422	886
"500"	16575	1657.4	3235.117	1957.586	-40.176	887
"501"	16602	1660.1	4163.13	2129.786	-52.861	888
"502"	16635	1663.4	2464.373	1971.941	-47.331	889
"503"	16649	1664.8	2464.389	1971.994	-47.197	890
"504"	16651	1665	4096.155	4328.972	-86.192	891
"505"	16656	1665.5	4236.978	2232.288	-47.135	893
"506"	16683	1668.2	4069.358	4378.132	-92.587	894
"507"	16696	1669.5	4060.09	4396.892	-85.253	895
"508"	16710	1670.9	2464.366	1972.012	-47.254	896
"509"	16727	1672.6	4326.045	2370.206	-53.451	897
"510"	16778	1677.7	4374.975	2480.088	-57.029	898
"511"	16791	1679	3235.78	1957.182	-40.437	899
"512"	16801	1680	3971.126	4524.151	-92.403	900
"513"	16851	1685	2464.377	1971.963	-47.257	901
"514"	16897	1689.6	3902.803	4655.395	-97.053	902
"515"	16898	1689.7	3235.594	1957.318	-40.594	903
"516"	16976	1697.5	3235.454	1956.483	-41.484	904
"517"	16992	1699.1	3881.319	4741.895	-98.134	905
"518"	16997	1699.6	3881.155	4745.254	-102.798	906
"519"	17108	1710.7	3824.578	4772.714	-100.44	907
"520"	17149	1714.8	3852.121	4747.234	-105.838	908
"521"	17149	1714.8	3847.25	4745.481	-113.944	909
"522"	17162	1716.1	2462.918	1967.551	-53.082	910
"523"	17324	1732.3	4402.134	3767.576	-75.985	911
"524"	17367	1736.6	4364.919	3859.03	-75.678	912
"525"	17372	1737.1	4361.249	3873.274	-76.274	913
"526"	17408	1740.7	-3567.749	6865.237	-138.433	914
"527"	17427	1742.6	4316.911	4003.361	-80.102	915
"528"	17433	1743.2	2336.978	1977.756	-37.83	916
"529"	17434	1743.3	4303.088	4019.848	-82.301	917
"530"	17442	1744.1	2325.885	1995.764	-37.688	918
"531"	17453	1745.2	-3576.888	6851.559	-135.046	919
"532"	17457	1745.6	4274.428	4074.426	-88.718	920
"533"	17473	1747.2	2482.973	2068.486	-38.709	921
"534"	17487	1748.6	-3605.052	6805.146	-131.276	922
"535"	17491	1749	3235.157	1956.912	-40.913	923
"536"	17492	1749.1	4225.562	4146.131	-87.131	924
"537"	17503	1750.2	4220.736	4173.942	-85.401	925
"538"	17509	1750.8	-3631.38	6766.206	-131.024	926
"539"	17516	1751.5	2449.425	1975	-44.914	927
"540"	17521	1752	4187.416	4198.871	-86.044	928
"541"	17532	1753.1	4172.817	4227.869	-86.808	929
"542"	17534	1753.3	-3666.746	6734.474	-123.997	930
"543"	17577	1757.6	4122.679	4327.371	-92.145	931
"544"	17601	1760	3235.406	1956.928	-40.261	932
"545"	17625	1762.4	4067.507	4431.148	-89.23	933
"546"	17634	1763.3	4052.851	4450.148	-92.763	934
"547"	17640	1763.9	4040.885	4470.038	-92.313	935
"548"	17648	1764.7	4030.16	4485.316	-96.21	936
"549"	17672	1767.1	3989.255	4548.702	-96.87	937
"550"	17689	1768.8	3971.665	4593.883	-97.052	938
"551"	17701	1770	2387.883	2058.642	-92.548	939
"552"	17706	1770.5	3946.514	4632.863	-94.328	940
"553"	17709	1770.8	2372.447	2043.947	-45.164	941
"554"	17715	1771.4	3939.383	4655.766	-98.136	942
"555"	17719	1771.8	3235.68	1956.433	-40.664	943
"556"	17724	1772.3	2357.883	2033.61	-34.36	944
"557"	17733	1773.2	3914.693	4705.089	-93.318	945
"558"	17738	1773.7	3914.794	4725.617	-88.64	946
"559"	17739	1773.8	3235.691	1956.507	-40.605	947
"560"	17747	1774.6	-176.28	2333.768	-39.07	948
"561"	17763	1776.2	3886.015	4756.675	-99.325	949
"562"	17830	1782.9	3813.569	4855.39	-104.839	950
"563"	17844	1784.3	3804.223	4895.833	-99.773	951
"564"	17885	1788.4	3743.063	4987.212	-107.299	952
"565"	17898	1789.7	2085.095	2025.583	-38.137	953
"566"	17903	1790.2	3733.981	5040.141	-107.77	954
"567"	17909	1790.8	3738.149	5054.404	-101.924	955
"568"	17945	1794.4	3708.594	5103.787	-95.821	956
"569"	17964	1796.3	3672.923	5147.654	-107.794	958
"570"	17989	1798.8	3663.13	5207.527	-96.23	959
"571"	17994	1799.3	3645.85	5213.332	-109.81	960
"572"	18012	1801.1	3630.528	5247.368	-119.265	961
"573"	18031	1803	3610.001	5296.322	-96.751	962
"574"	18041	1804	3587.572	5319.792	-113.068	963
"575"	18053	1805.2	3568.126	5338.948	-119.348	964
"576"	18097	1809.6	3535.609	5445.329	-110.308	965
"577"	18114	1811.3	3528.676	5469.348	-114.473	966
"578"	18132	1813.1	3509.863	5510.877	-117.329	967
"579"	18173	1817.2	3462.13	5624.515	-117.73	968
"580"	18215	1821.4	3432.109	5719.966	-122.878	969
"581"	18233	1823.2	3422.034	5777.215	-108.235	970
"582"	18239	1823.8	3422.727	5792.545	-109.774	971
"583"	18248	1824.7	3405.632	5809.604	-122.435	972
"584"	18251	1825	1474.22	2022.607	-36.463	973
"585"	18261	1826	1462.964	2022.051	-35.029	974
"586"	18267	1826.6	-3458.098	7091.874	-152.053	975
"587"	18270	1826.9	3380.957	5861.809	-123.623	976
"588"	18281	1828	1428.593	2021.715	-35.61	977
"589"	18302	1830.1	3371.638	5941.552	-128.186	978
"590"	18334	1833.3	3357.19	6005.871	-130.276	979
"591"	18350	1834.9	3368.136	6025.117	-113.521	980
"592"	18356	1835.5	3370.843	6034.349	-114.224	981
"593"	18384	1838.3	3235.053	1957.959	-40.923	982
"594"	18389	1838.8	3325.476	6103.873	-132.224	983
"595"	18399	1839.8	3325.638	6126.66	-117.955	984
"596"	18425	1842.4	3302.749	6193.787	-135.514	985
"597"	18447	1844.6	3282.174	6248.21	-140.733	986
"598"	18457	1845.6	3234.937	1957.789	-40.936	987
"599"	18500	1849.9	3247.188	6392.117	-137.563	988
"600"	18524	1852.3	3226.575	6449.184	-140.536	989
"601"	18536	1853.5	3218.583	6465.873	-141.492	990
"602"	18544	1854.3	2624.123	2065.804	-43.434	991
"603"	18559	1855.8	3205.253	6520.128	-141.546	992
"604"	18584	1858.3	2612.993	2064.42	-46.673	993
"605"	18595	1859.4	2595.403	2060.976	-37.908	994
"606"	18608	1860.7	3175.214	6613.494	-143.655	995
"607"	18632	1863.1	3148.644	6665.064	-142.336	996
"608"	18637	1863.6	2534.311	2071.097	-43.479	997
"609"	18660	1865.9	3129.21	6731.795	-151.167	998
"610"	18708	1870.7	3092.019	6826.153	-147.876	999
"611"	18710	1870.9	2376.554	2044.727	-31.036	1000
"612"	18738	1873.7	2298.87	2030.427	-43.616	1001
"613"	18751	1875	3058.179	6942.577	-156.107	1002
"614"	18777	1877.6	3025.93	7005.217	-156.309	1003
"615"	18797	1879.6	3005.599	7033.074	-157.187	1004
"616"	18821	1882	2981.111	7091.135	-153.069	1005
"617"	18846	1884.5	2940.774	7156.818	-159.567	1006
"618"	18884	1888.3	2896.146	7217.296	-161.829	1007
"619"	18890	1888.9	2886.764	7229.587	-156.022	1008
"620"	18941	1894	2802.27	7328.851	-162.637	1009
"621"	18955	1895.4	2780.742	7347.399	-163.998	1010
"622"	18973	1897.2	2756.44	7379.666	-163.531	1011
"623"	18996	1899.5	2722.851	7440.872	-161.764	1012
"624"	19015	1901.4	2686.051	7491.173	-166.207	1013
"625"	19030	1902.9	2657.598	7521.225	-167.428	1014
"626"	19073	1907.2	2603.434	7599.174	-168.508	1015
"627"	19083	1908.2	2581.677	7619.297	-169.293	1016
"628"	19122	1912.1	2502.379	7700.738	-171.433	1017
"629"	19154	1915.3	2448.728	7758.072	-173.093	1018
"630"	19178	1917.7	2406.765	7804.047	-173.517	1019
"631"	19196	1919.5	-460.392	2099.685	-40.89	1020
"632"	19202	1920.1	2364.229	7847.135	-174.105	1021
"633"	19210	1920.9	2343.74	7860.971	-173.775	1022
"634"	19228	1922.7	2300.958	7890.912	-176.139	1023
"635"	19265	1926.4	2221.409	7965.441	-177.147	1024
"636"	19292	1929.1	2176.704	8013.095	-177.306	1025
"637"	19327	1932.6	2086.817	8066.847	-177.768	1026
"638"	19390	1938.9	1943.393	8167.358	-178.714	1027
"639"	19396	1939.5	1928.361	8166.6	-177.604	1028
"640"	19410	1940.9	1888.43	8172.347	-176.078	1029
"641"	19429	1942.8	1843.732	8183.245	-179.181	1030
"642"	19485	1948.4	1692.649	8234.817	-179.599	1031
"643"	19520	1951.9	1601.822	8255.673	-180.448	1032
"644"	19530	1952.9	1569.402	8256.54	-178.788	1033
"645"	19543	1954.2	1534.321	8260.494	-182.057	1034
"646"	19558	1955.7	-1178.36	2083.482	-37.438	1035
"647"	19588	1958.7	1413.585	8267.071	-181.432	1036
"648"	19597	1959.6	-1269.854	2073.998	-37.79	1037
"649"	19668	1966.7	-1415.904	2028.599	-36.201	1038
"650"	19677	1967.6	-1424.147	2019.776	-31.45	1039
"651"	19690	1968.9	-1447.837	2005.616	-35.459	1040
"652"	19703	1970.2	-1464.674	1998.529	-30.647	1041
"653"	19747	1974.6	-1552.806	1971.383	-36.118	1042
"654"	19778	1977.7	-1619.19	1947.332	-35.071	1043
"655"	19816	1981.5	-1684.511	1897.076	-33.635	1044
"656"	19879	1987.8	-1783.476	1851.575	-33.767	1045
"657"	19883	1988.2	-1057.665	6738.171	-148.397	1046
"658"	19884	1988.3	-1057.336	6765.129	-151.538	1047
"659"	19898	1989.7	-1057.419	6748.375	-115.309	1049
"660"	19936	1993.5	-1906.23	1816.955	-32.704	1051
"661"	19943	1994.2	-3436.717	7154.993	-154.745	1052
"662"	19955	1995.4	-1936.521	1801.45	-31.766	1053
"663"	19973	1997.2	437.198	8219.375	-179.805	1054
"664"	19994	1999.3	3249.379	1960.086	-32.028	1055
"665"	20019	2001.8	-1057.147	6765.125	-151.88	1056
"666"	20080	2007.9	-2149.818	1625.032	-21.943	1057
"667"	20085	2008.4	-1057.333	6765.118	-152.171	1058
"668"	20100	2009.9	-1057.212	6738.07	-149.928	1059
"669"	20137	2013.6	1.353	8210.698	-184.074	1060
"670"	20151	2015	-37.951	8215.658	-179.091	1061
"671"	20200	2019.9	-2309.144	1433.804	-17.33	1062
"672"	20257	2025.6	-326.404	8223.374	-182.655	1063
"673"	20278	2027.7	-387.444	8233.156	-177.607	1064
"674"	20322	2032.1	-495.116	8227.183	-181.238	1065
"675"	20330	2032.9	3247.941	1959.421	-34.094	1066
"676"	20335	2033.4	-1057.112	6765.082	-151.917	1067
"677"	20356	2035.5	-2492.661	1124.014	-3.531	1068
"678"	20398	2039.7	-693.698	8226.765	-181.778	1069
"679"	20418	2041.7	-743.55	8218.912	-180.809	1070
"680"	20438	2043.7	-795.763	8228.677	-173.186	1071
"681"	20471	2047	-878.631	8243.402	-181.486	1072
"682"	20482	2048.1	-909.013	8248.386	-181.373	1073
"683"	20497	2049.6	-2608.586	823.768	8.988	1074
"684"	20498	2049.7	-955.054	8253.883	-180.811	1075
"685"	20529	2052.8	-1021.678	8243.557	-181.934	1076
"686"	20537	2053.6	-1057.137	6765.131	-151.754	1077
"687"	20555	2055.4	3247.887	1959.577	-34.26	1078
"688"	20559	2055.8	-2632.689	681.405	11.563	1079
"689"	20581	2058	-1172.569	8249.418	-181.811	1080
"690"	20624	2062.3	3249.248	1960.663	-32.601	1081
"691"	20629	2062.8	-2666.208	522.051	14.583	1082
"692"	20631	2063	-1297.25	8265.977	-182.609	1083
"693"	20660	2065.9	-2658.168	452.872	15.426	1084
"694"	20667	2066.6	-1397.103	8253.939	-172.234	1085
"695"	20683	2068.2	-2660.445	397.831	16.587	1086
"696"	20685	2068.4	-1448.186	8256.888	-182.007	1087
"697"	20706	2070.5	-1512.292	8261.149	-176.129	1088
"698"	20730	2072.9	-1572.041	8263.364	-182.118	1089
"699"	20735	2073.4	-2675.155	286.91	17.134	1090
"700"	20752	2075.1	-1638.823	8263.897	-182.742	1091
"701"	20775	2077.4	-1705.822	8261.848	-176.593	1092
"702"	20799	2079.8	2379.561	2064.297	-46.831	1093
"703"	20813	2081.2	-2684.315	125.732	20.806	1094
"704"	20816	2081.5	-1828.984	8254.544	-176.509	1095
"705"	20818	2081.7	-2684.642	111.29	21.605	1096
"706"	20837	2083.6	-2681.219	64.161	20.575	1097
"707"	20855	2085.4	-1922.654	8240.14	-179.744	1098
"708"	20874	2087.3	-1969.652	8233.193	-174.184	1099
"709"	20892	2089.1	-2667.706	-67.036	25.019	1100
"710"	20902	2090.1	2375.608	2060.424	-42.892	1101
"711"	20908	2090.7	2371.002	2066.977	-36.98	1102
"712"	20913	2091.2	-2077.601	8232.002	-171.483	1103
"713"	20920	2091.9	2348.721	2076.096	-32.289	1104
"714"	20935	2093.4	3248.749	1960.13	-32.887	1105
"715"	20956	2095.5	2312.251	2039.51	-37.959	1106
"716"	20957	2095.6	-2649.733	-234.915	27.589	1107
"717"	20972	2097.1	-2232.336	8184.718	-170.204	1108
"718"	21023	2102.2	-2351.076	8156.027	-170.333	1109
"719"	21029	2102.8	-2636.568	-416.241	30.588	1110
"720"	21059	2105.8	-2622.028	-484.535	14.776	1111
"721"	21148	2114.7	-2570.782	-691.131	19.112	1112
"722"	21210	2120.9	-2534.851	-844.096	39.871	1113
"723"	21211	2121	-2372.518	8111.953	-171.056	1114
"724"	21290	2128.9	-2459.591	-979.58	24.136	1115
"725"	21325	2132.4	-2519.503	8071.217	-169.15	1118
"726"	21370	2136.9	-2608.459	8024.64	-170.308	1119
"727"	21397	2139.6	-2330.19	-1216.839	26.116	1121
"728"	21408	2140.7	-2718.242	7992.689	-169.392	1122
"729"	21424	2142.3	-2304.114	-1291.728	27.702	1123
"730"	21436	2143.5	-2297.135	-1321.271	28.98	1124
"731"	21438	2143.7	-2789.5	7949.374	-166.692	1125
"732"	21462	2146.1	-2839.656	7896.218	-165.156	1126
"733"	21514	2151.3	-2192.535	-1470.005	36.134	1128
"734"	21521	2152	-2975.114	7799.61	-163.887	1129
"735"	21533	2153.2	-2151.107	-1501.47	36.436	1130
"736"	21550	2154.9	-3021.239	7744.209	-163.046	1131
"737"	21565	2156.4	-3039.656	7718.403	-163.002	1132
"738"	21577	2157.6	-2075.801	-1593.108	34.544	1133
"739"	21604	2160.3	-3096.938	7657.271	-162.346	1134
"740"	21628	2162.7	-1980.482	-1665.04	40.985	1135
"741"	21655	2165.4	-3179.531	7561.396	-158.798	1136
"742"	21657	2165.6	-1933.098	-1717.421	35.62	1137
"743"	21685	2168.4	-3221.249	7500.454	-158.29	1138
"744"	21698	2169.7	-3242.309	7466.999	-156.664	1139
"745"	21721	2172	-3275.737	7414.757	-157.211	1140
"746"	21722	2172.1	-1814.431	-1801.484	37.87	1141
"747"	21740	2173.9	-3297.602	7366.7	-158.737	1142
"748"	21793	2179.2	-3342.959	7283.471	-159.409	1143
"749"	21831	2183	-3387.353	7220.078	-156.635	1144
"750"	21862	2186.1	-1583.677	-1913.515	39.556	1145
"751"	21875	2187.4	-1563.235	-1925.886	44.538	1146
"752"	21910	2190.9	-3460.596	7084.437	-150.682	1147
"753"	21994	2199.3	-3502.663	6997.126	-149.789	1148
"754"	22023	2202.2	-1152.217	2363.235	-43.482	1149
"755"	22035	2203.4	-1219.806	-2025.747	42.968	1150
"756"	22062	2206.1	-3510.403	6947.398	-147.723	1151
"757"	22084	2208.3	-3527.006	6943.822	-146.712	1152
"758"	22119	2211.8	-3539.652	6950.359	-147.957	1153
"759"	22128	2212.7	-452.304	2101.141	-35.645	1154
"760"	22152	2215.1	-3540.75	6940.613	-154.187	1155
"761"	22250	2224.9	-3519.986	6945.422	-149.866	1156
"762"	22294	2229.3	-937.239	2121.456	-30.031	1157
"763"	22307	2230.6	-3529.72	6946.821	-149.77	1158
"764"	22319	2231.8	-1030.429	2121.065	-35.133	1159
"765"	22369	2236.8	-3523.573	6946.222	-150.942	1160
"766"	22372	2237.1	-439.616	-1975.407	47.602	1161
"767"	22393	2239.2	-1271.609	2063.181	-22.642	1162
"768"	22413	2241.2	-1342.235	2046.781	-23.382	1163
"769"	22437	2243.6	-1407.248	2027.184	-24.047	1164
"770"	22439	2243.8	-341.304	-1958.172	48.501	1165
"771"	22483	2248.2	-226.719	-1924.12	43.647	1166
"772"	22491	2249	-207.499	-1920.511	43.421	1167
"773"	22511	2251	-1642.896	1922.199	-30.02	1168
"774"	22537	2253.6	-3529.326	6945.904	-154.309	1169
"775"	22552	2255.1	-67.349	-1866.722	42.816	1170
"776"	22559	2255.8	-1747.11	1912.461	-36.492	1171
"777"	22566	2256.5	-31.197	-1861.654	43.796	1172
"778"	22572	2257.1	-3515.936	6947.561	-149.984	1173
"779"	22607	2260.6	49.735	-1812.356	35.53	1175
"780"	22621	2262	-3522.391	6944.517	-149.105	1176
"781"	22623	2262.2	-1889.973	1784.779	-16.769	1177
"782"	22633	2263.2	97.826	-1782.221	38.427	1178
"783"	22646	2264.5	-3521.366	6931.728	-152.809	1179
"784"	22670	2266.9	-3523.467	6934.232	-153.74	1180
"785"	22682	2268.1	-2050.53	1697.829	-25.341	1181
"786"	22684	2268.3	185.666	-1713.409	39.028	1182
"787"	22702	2270.1	-2089.225	1661.992	-16.94	1183
"788"	22747	2274.6	288.258	-1632.476	30.12	1184
"789"	22747	2274.6	317.48	-1638.915	39.083	1185
"790"	22750	2274.9	-2199.852	1583.054	-11.82	1186
"791"	22755	2275.4	2436.971	2060.95	-53.398	1187
"792"	22768	2276.7	-2244.261	1542.786	-11.831	1188
"793"	22783	2278.2	2478.823	2068.633	-42.375	1189
"794"	22797	2279.6	-2304.139	1485.523	-22.875	1190
"795"	22828	2282.7	2503.033	2026.002	-37.537	1191
"796"	22842	2284.1	-2381.94	1354.223	-19.753	1192
"797"	22847	2284.6	-2382	1331.318	-21.238	1193
"798"	22867	2286.6	2451.576	2029.343	-40.46	1194
"799"	22877	2287.6	-2421.437	1285.014	-11.431	1195
"800"	22895	2289.4	-2458.882	1243.871	-14.517	1196
"801"	22919	2291.8	2349.152	2032.371	-39.087	1198
"802"	22954	2295.3	2279.718	2029.478	-37.445	1199
"803"	22977	2297.6	4054.353	1992.47	-40.968	1200
"804"	22985	2298.4	-2571.134	939.374	-4.789	1201
"805"	23006	2300.5	-2591.123	869.393	-2.636	1202
"806"	23025	2302.4	-2615.384	825.514	-7.737	1204
"807"	23063	2306.2	-2646.229	693.359	-0.119	1205
"808"	23074	2307.3	776.504	-1127.766	38.365	1206
"809"	23083	2308.2	-2652.702	624.445	-4.371	1207
"810"	23093	2309.2	-2653.151	587.847	-3.201	1208
"811"	23114	2311.3	2456.788	2036.809	-41.614	1209
"812"	23124	2312.3	-2654.799	486.162	-1.23	1210
"813"	23154	2315.3	2477.068	2076.049	-34.08	1211
"814"	23173	2317.2	-1057.972	6738.969	-147.35	1212
"815"	23187	2318.6	-2671.551	268.916	7.648	1213
"816"	23190	2318.9	2488.682	2016.965	35.824	1214
"817"	23190	2318.9	916.713	-924.161	20.997	1215
"818"	23197	2319.6	-2673.266	235.858	8.238	1216
"819"	23199	2319.8	-1058.006	6738.974	-147.393	1217
"820"	23225	2322.4	-1057.824	6737.993	-149.279	1218
"821"	23225	2322.4	2494.481	2031.393	-38.978	1219
"822"	23231	2323	-2691.257	135.966	9.716	1220
"823"	23236	2323.5	2487.259	2028.651	-51.087	1221
"824"	23259	2325.8	-1057.656	6737.413	-150.374	1222
"825"	23287	2328.6	-1058.001	6738.989	-147.404	1223
"826"	23288	2328.7	2422.623	2035.085	-38.992	1224
"827"	23314	2331.3	-2657.77	-149.814	14.796	1225
"828"	23334	2333.3	-1057.839	6738.022	-149.18	1226
"829"	23360	2335.9	-1057.968	6738.162	-148.962	1227
"830"	23378	2337.7	2452.221	1910.228	-128.212	1228
"831"	23391	2339	2300.851	2026.164	-37.234	1229
"832"	23394	2339.3	2470.397	1964.351	-44.495	1230
"833"	23408	2340.7	2276.182	2034.02	-38.537	1231
"834"	23422	2342.1	-1057.998	6738.964	-147.433	1232
"835"	23436	2343.5	2236.243	2034.997	-35.598	1233
"836"	23463	2346.2	-1057.883	6738.092	-149.16	1234
"837"	23485	2348.4	2489.105	2014.27	33.519	1235
"838"	23494	2349.3	-2552.494	-751.727	16.381	1236
"839"	23541	2354	-1058.003	6738.941	-147.459	1237
"840"	23561	2356	-1057.733	6737.671	-149.737	1238
"841"	23596	2359.5	-1058.042	6738.979	-147.418	1239
"842"	23612	2361.1	-2426.73	-1075.295	25.693	1240
"843"	23626	2362.5	-2405.189	-1121.581	30.714	1241
"844"	23644	2364.3	-1058.024	6739.032	-147.311	1242
"845"	23649	2364.8	-2374.77	-1201.543	27.945	1243
"846"	23668	2366.7	-1057.961	6738.964	-147.481	1244
"847"	23771	2377	-1057.957	6738.961	-147.463	1245
"848"	23773	2377.2	-2108.857	-1534.813	39.687	1246
"849"	23802	2380.1	-1057.991	6738.891	-147.44	1247
"850"	23805	2380.4	-2068.535	-1612.982	40.139	1248
"851"	23813	2381.2	-2072.301	-1616.116	34.325	1249
"852"	23851	2385	-1984.784	-1679.974	41.945	1250
"853"	23855	2385.4	2488.215	2013.958	33.211	1251
"854"	23856	2385.5	-1057.994	6738.232	-148.741	1252
"855"	23892	2389.1	-1876.867	-1764.937	43.851	1253
"856"	23903	2390.2	-1057.992	6739.002	-147.35	1254
"857"	23936	2393.5	-1762.725	-1827.631	43.057	1255
"858"	23971	2397	-1670.614	-1886.373	44.943	1256
"859"	23977	2397.6	-1057.962	6739.001	-147.228	1257
"860"	23988	2398.7	-1627.754	-1893.126	44.798	1258
"861"	24050	2404.9	-1430.492	-1949.224	47.456	1259
"862"	24064	2406.3	-1390.28	-1962.952	48.44	1260
"863"	24084	2408.3	-1334.877	-1985.672	47.697	1261
"864"	24126	2412.5	-1196.797	-1992.393	46.258	1262
"865"	24274	2427.3	-766.072	-2027.192	48.597	1263
"866"	24281	2428	2420.718	970.356	-14.328	1264
"867"	24288	2428.7	-716.078	-2018.284	48.626	1265
"868"	24289	2428.8	2442.313	983.837	-9.153	1266
"869"	24321	2432	2513.515	1018.103	-10.937	1267
"870"	24333	2433.2	-565.541	-2012.606	48.773	1268
"871"	24352	2435.1	-494.72	-2004.811	46.968	1269
"872"	24360	2435.9	2600.102	1050.754	-18.861	1270
"873"	24369	2436.8	2627.509	1062.085	-12.778	1271
"874"	24376	2437.5	-447.897	-1998.777	48.24	1272
"875"	24388	2438.7	-427.623	-1989.001	48.891	1273
"876"	24389	2438.8	-646.231	2122.224	-35.844	1274
"877"	24404	2440.3	-369.406	-1972.712	49.843	1275
"878"	24406	2440.5	2703.989	1101.697	-19.917	1276
"879"	24433	2443.2	2760.518	1125.385	-14.519	1277
"880"	24434	2443.3	-285.35	-1957.126	43.578	1278
"881"	24450	2444.9	-227.575	-1945.302	47.2	1279
"882"	24464	2446.3	-186.976	-1933.484	40.955	1280
"883"	24465	2446.4	2813.847	1149.924	-28.059	1281
"884"	24489	2448.8	2865.99	1193.074	-19.997	1282
"885"	24503	2450.2	-891.398	2133.38	-38.246	1283
"886"	24510	2450.9	-59.847	-1870.129	43.009	1284
"887"	24532	2453.1	12.441	-1837.821	47.417	1285
"888"	24537	2453.6	-962.572	2136.881	-37.836	1286
"889"	24591	2459	-1070.396	2121.235	-38.143	1287
"890"	24617	2461.6	3120.613	1328.635	-19.336	1288
"891"	24633	2463.2	-3460.648	7057.563	-155.819	1289
"892"	24634	2463.3	3789.176	4915.904	-101.526	1290
"893"	24680	2467.9	-1245.752	2091.331	-38.2	1291
"894"	24740	2473.9	-1369.109	2053.322	-36.358	1292
"895"	24761	2476	2490.025	2007.773	23.102	1294
"896"	24787	2478.6	-1454.316	2018.887	-35.393	1296
"897"	24839	2483.8	-1559.77	1970.932	-35.63	1297
"898"	24903	2490.2	867.696	-955.479	23.005	1298
"899"	24923	2492.2	-1723.918	1895.767	-32.629	1299
"900"	24930	2492.9	924.591	-910.961	20.36	1300
"901"	24960	2495.9	-1765.258	1871.266	-33.738	1301
"902"	24982	2498.1	967.284	-773.563	21.888	1302
"903"	24999	2499.8	996.81	-714.982	18.335	1303
"904"	25005	2500.4	-1813.069	1863.481	-30.653	1304
"905"	25028	2502.7	1044.947	-641.544	16.389	1305
"906"	25045	2504.4	1083.015	-608.523	15.539	1306
"907"	25051	2505	3935.728	1883.693	-35.889	1307
"908"	25117	2511.6	4035.689	1999.315	-45.25	1308
"909"	25154	2515.3	4080.62	2052.198	-44.922	1309
"910"	25184	2518.3	1288.834	-180.324	10.13	1310
"911"	25186	2518.5	4132.967	2116.747	-47.419	1311
"912"	25196	2519.5	4152.084	2139.697	-46.908	1312
"913"	25211	2521	4175.4	2172.32	-49.269	1313
"914"	25230	2522.9	4199.415	2208.823	-48.846	1314
"915"	25240	2523.9	1382.306	-7.723	7.17	1315
"916"	25267	2526.6	1437.777	74.86	3.122	1316
"917"	25287	2528.6	4266.409	2324.544	-44.955	1317
"918"	25298	2529.7	1501.027	146.738	2.494	1318
"919"	25312	2531.1	4303.093	2367.751	-51.933	1319
"920"	25315	2531.4	1525.139	206.159	2.815	1320
"921"	25341	2534	1569.056	267.288	1.532	1321
"922"	25379	2537.8	1652.032	372.486	1.335	1322
"923"	25397	2539.6	4391.827	2554.617	-55.094	1323
"924"	25402	2540.1	4393.96	2569.688	-50.37	1324
"925"	25439	2543.8	1783.923	526.951	-0.941	1325
"926"	25449	2544.8	1812.021	531.657	4.617	1326
"927"	25450	2544.9	4435.126	2638.684	-56.323	1327
"928"	25458	2545.7	4440.702	2646.594	-55.441	1328
"929"	25476	2547.5	1876.974	561.026	0.401	1329
"930"	25490	2548.9	1895.272	596.776	-2.056	1330
"931"	25495	2549.4	4473.461	2719.199	-54.803	1331
"932"	25513	2551.2	4472.014	2770.934	-53.183	1332
"933"	25524	2552.3	4480.738	2786.594	-59.343	1333
"934"	25527	2552.6	1987.911	649.63	2.126	1334
"935"	25528	2552.7	2470.018	1961.834	-46.302	1335
"936"	25531	2553	4492.446	2805.989	-53.593	1336
"937"	25546	2554.5	4493.427	2829.844	-56.264	1338
"938"	25551	2555	2046.46	712.164	-3.323	1339
"939"	25566	2556.5	4503.01	2881.704	-57.346	1340
"940"	25591	2559	-1161.016	2316.145	-39.851	1341
"941"	25592	2559.1	2151.318	772.448	-4.021	1342
"942"	25619	2561.8	4508.221	2987.175	-58.081	1343
"943"	25630	2562.9	2260.845	840.098	-2.471	1344
"944"	25639	2563.8	2288.807	849.741	-14.489	1345
"945"	25656	2565.5	-1199.541	2286.721	-36.775	1346
"946"	25695	2569.4	-1156.499	2255.124	-32.608	1348
"947"	25710	2570.9	2492.663	1017.952	-8.983	1350
"948"	25710	2570.9	-1144.743	2251.375	-33.124	1351
"949"	25720	2571.9	2516.843	1023.439	-16.719	1352
"950"	25736	2573.5	4501.775	3249.622	-62.72	1353
"951"	25773	2577.2	2683.346	1092.677	-10.511	1354
"952"	25793	2579.2	2739.631	1120.252	-20.549	1355
"953"	25850	2584.9	2909.199	1236.402	-19.5	1356
"954"	25920	2591.9	3099.798	1316.466	-18.307	1357
"955"	25929	2592.8	3135.871	1322.446	-16.055	1358
"956"	25937	2593.6	3158.612	1321.907	-20.257	1359
